Generation,fitness,metabolic_error,amount_of_dna,nb_coding_rnas,nb_non_coding_rnas,nb_functional_genes,nb_non_functional_genes,nb_mut,nb_switch
651,1.48164e-51,0.117039,5000,1,11.5508,1,0,0.0576172,0.0576172
652,1.48019e-51,0.117061,5000,1,11.5254,1,0,0.0595703,0.0595703
653,1.48019e-51,0.117068,5000,1,11.5156,1,0,0.0556641,0.0556641
654,1.48019e-51,0.117073,5000,0.999023,11.5371,0.999023,0,0.0507812,0.0507812
655,1.48164e-51,0.117039,5000,1,11.5527,1,0,0.046875,0.046875
656,1.48164e-51,0.117039,5000,1,11.5635,1,0,0.0556641,0.0556641
657,1.48164e-51,0.117039,5000,1,11.5527,1,0,0.0371094,0.0371094
658,1.48019e-51,0.117054,5000,1,11.5879,1,0,0.0634766,0.0634766
659,1.48164e-51,0.117039,5000,1,11.6182,1,0,0.0478516,0.0478516
660,1.48019e-51,0.117054,5000,1,11.6582,1,0,0.0390625,0.0390625
661,1.48164e-51,0.117039,5000,1,11.6465,1,0,0.0449219,0.0449219
662,1.48019e-51,0.117073,5000,1,11.6729,1,0.000976562,0.0644531,0.0644531
663,1.48164e-51,0.117039,5000,1,11.6953,1,0,0.0546875,0.0546875
664,1.48019e-51,0.117054,5000,1,11.6562,1,0,0.046875,0.046875
665,1.48019e-51,0.117054,5000,1.00098,11.5996,1,0.000976562,0.0322266,0.0322266
666,1.48164e-51,0.117039,5000,1,11.6182,1,0,0.0537109,0.0537109
667,1.48019e-51,0.117054,5000,1,11.6133,1,0,0.0566406,0.0566406
668,1.47785e-51,0.11707,5000,1,11.6572,1,0,0.0615234,0.0615234
669,1.48164e-51,0.117039,5000,1,11.6465,1,0,0.0683594,0.0683594
670,1.48019e-51,0.117054,5000,1,11.6445,1,0,0.0527344,0.0527344
671,1.48164e-51,0.117039,5000,1,11.6367,1,0,0.046875,0.046875
672,1.4773e-51,0.117123,5000,0.998047,11.5947,0.998047,0,0.0458984,0.0458984
673,1.47875e-51,0.117069,5000,1,11.5742,1,0,0.0498047,0.0498047
674,1.48164e-51,0.117039,5000,1,11.6172,1,0,0.046875,0.046875
675,1.48164e-51,0.117039,5000,1,11.6152,1,0,0.0605469,0.0605469
676,1.48164e-51,0.117039,5000,1,11.6191,1,0,0.0478516,0.0478516
677,1.48164e-51,0.117039,5000,1,11.627,1,0,0.0458984,0.0458984
678,1.47641e-51,0.117092,5000,1,11.6455,1,0,0.0556641,0.0556641
679,1.48164e-51,0.117039,5000,1,11.666,1,0,0.0410156,0.0410156
680,1.48164e-51,0.117039,5000,1,11.6797,1,0,0.0429688,0.0429688
681,1.48164e-51,0.117039,5000,1,11.6846,1,0,0.0410156,0.0410156
682,1.48019e-51,0.117054,5000,1,11.7588,1,0,0.0595703,0.0595703
683,1.48019e-51,0.117054,5000,1,11.7061,1,0,0.0585938,0.0585938
684,1.4793e-51,0.117074,5000,0.999023,11.6514,0.999023,0,0.0498047,0.0498047
685,1.4793e-51,0.117082,5000,1,11.6143,1,0,0.0488281,0.0488281
686,1.4793e-51,0.117074,5000,0.999023,11.6201,0.999023,0,0.0419922,0.0419922
687,1.48019e-51,0.117054,5000,1,11.6562,1,0,0.0595703,0.0595703
688,1.48164e-51,0.117039,5000,1,11.6699,1,0,0.0517578,0.0517578
689,1.48019e-51,0.117054,5000,1,11.6924,1,0,0.0517578,0.0517578
690,1.48164e-51,0.117039,5000,1,11.7295,1,0,0.0449219,0.0449219
691,1.48019e-51,0.117073,5000,0.999023,11.7275,0.999023,0,0.0546875,0.0546875
692,1.48164e-51,0.117039,5000,1,11.7686,1,0,0.0556641,0.0556641
693,1.48164e-51,0.117039,5000,1,11.7764,1,0,0.0507812,0.0507812
694,1.48164e-51,0.117039,5000,1,11.7939,1,0,0.0517578,0.0517578
695,1.48164e-51,0.117039,5000,1,11.7998,1,0,0.0703125,0.0703125
696,1.4773e-51,0.117131,5000,0.999023,11.7793,0.999023,0,0.0546875,0.0546875
697,1.48019e-51,0.117054,5000,1,11.7783,1,0,0.0507812,0.0507812
698,1.47875e-51,0.117088,5000,1,11.7607,0.999023,0.000976562,0.0449219,0.0449219
699,1.48164e-51,0.117039,5000,1,11.7656,1,0,0.046875,0.046875
700,1.48164e-51,0.117039,5000,1,11.7861,1,0,0.0537109,0.0537109
701,1.48164e-51,0.117039,5000,1,11.7793,1,0,0.0458984,0.0458984
702,1.48164e-51,0.117039,5000,1,11.7734,1,0,0.0625,0.0625
703,1.48164e-51,0.117039,5000,1,11.7617,1,0,0.0537109,0.0537109
704,1.48164e-51,0.117039,5000,1,11.7344,1,0,0.0517578,0.0517578
705,1.48019e-51,0.117081,5000,1,11.7432,1,0,0.0527344,0.0527344
706,1.48164e-51,0.117039,5000,1,11.6934,1,0,0.0429688,0.0429688
707,1.48164e-51,0.117039,5000,1,11.6865,1,0,0.0429688,0.0429688
708,1.48164e-51,0.117039,5000,1,11.6602,1,0,0.0410156,0.0410156
709,1.48164e-51,0.117039,5000,1,11.6758,1,0,0.0478516,0.0478516
710,1.48164e-51,0.117039,5000,1,11.6729,1,0,0.0429688,0.0429688
711,1.48019e-51,0.117054,5000,1,11.6514,1,0,0.0527344,0.0527344
712,1.48164e-51,0.117039,5000,1,11.6445,1,0,0.0498047,0.0498047
713,1.48019e-51,0.117054,5000,1,11.6504,1,0,0.0419922,0.0419922
714,1.48164e-51,0.117039,5000,1,11.6768,1,0,0.0507812,0.0507812
715,1.48019e-51,0.117054,5000,1,11.7559,1,0,0.0517578,0.0517578
716,1.48164e-51,0.117039,5000,1,11.7373,1,0,0.0478516,0.0478516
717,1.48164e-51,0.117039,5000,1,11.7246,1,0,0.0488281,0.0488281
718,1.48019e-51,0.117054,5000,1,11.709,1,0,0.0595703,0.0595703
719,1.48164e-51,0.117039,5000,1,11.6689,1,0,0.0644531,0.0644531
720,1.48164e-51,0.117039,5000,1,11.6865,1,0,0.0507812,0.0507812
721,1.48019e-51,0.117054,5000,1,11.71,1,0,0.0498047,0.0498047
722,1.48019e-51,0.117068,5000,1,11.6641,1,0,0.0429688,0.0429688
723,1.47875e-51,0.117108,5000,0.998047,11.6289,0.998047,0,0.0488281,0.0488281
724,1.48019e-51,0.117073,5000,1,11.585,0.999023,0.000976562,0.0341797,0.0341797
725,1.47875e-51,0.117088,5000,0.999023,11.5889,0.999023,0,0.0371094,0.0371094
726,1.48019e-51,0.117073,5000,0.999023,11.54,0.999023,0,0.0498047,0.0498047
727,1.48164e-51,0.117039,5000,1,11.5068,1,0,0.0371094,0.0371094
728,1.48019e-51,0.117073,5000,0.999023,11.5049,0.999023,0,0.0517578,0.0517578
729,1.4773e-51,0.117084,5000,1,11.4922,1,0,0.0507812,0.0507812
730,1.48019e-51,0.117073,5000,0.999023,11.4912,0.999023,0,0.0507812,0.0507812
731,1.48164e-51,0.117039,5000,1,11.4678,1,0,0.0371094,0.0371094
732,1.48019e-51,0.117073,5000,0.999023,11.4443,0.999023,0,0.0419922,0.0419922
733,1.48164e-51,0.117039,5000,1,11.4326,1,0,0.0439453,0.0439453
734,1.47875e-51,0.117089,5000,1,11.46,1,0,0.0429688,0.0429688
735,1.48019e-51,0.117073,5000,1,11.4756,1,0.000976562,0.046875,0.046875
736,1.48164e-51,0.117039,5000,1,11.5029,1,0,0.0507812,0.0507812
737,1.48164e-51,0.117039,5000,1,11.5078,1,0,0.0585938,0.0585938
738,1.48164e-51,0.117039,5000,1,11.5371,1,0,0.0566406,0.0566406
739,1.48075e-51,0.11704,5000,1,11.6025,1,0,0.0478516,0.0478516
740,1.48075e-51,0.11704,5000,1,11.625,1,0,0.0566406,0.0566406
741,1.48075e-51,0.11704,5000,1,11.6211,1,0,0.0527344,0.0527344
742,1.48075e-51,0.11704,5000,1,11.6143,1,0,0.0576172,0.0576172
743,1.47875e-51,0.117108,5000,0.998047,11.6318,0.998047,0,0.0507812,0.0507812
744,1.48019e-51,0.117073,5000,1,11.6113,0.999023,0.000976562,0.046875,0.046875
745,1.47875e-51,0.117108,5000,0.998047,11.5586,0.998047,0,0.0566406,0.0566406
746,1.48164e-51,0.117039,5000,1,11.582,1,0,0.0605469,0.0605469
747,1.48019e-51,0.117061,5000,1,11.5625,1,0,0.0546875,0.0546875
748,1.48164e-51,0.117039,5000,1,11.582,1,0,0.0498047,0.0498047
749,1.48019e-51,0.117073,5000,0.999023,11.6035,0.999023,0,0.0478516,0.0478516
750,1.48164e-51,0.117039,5000,1,11.5742,1,0,0.0585938,0.0585938
751,1.48019e-51,0.117073,5000,1,11.5723,0.999023,0.000976562,0.0371094,0.0371094
752,1.48164e-51,0.117039,5000,1,11.5957,1,0,0.0410156,0.0410156
753,1.48019e-51,0.117054,5000,1,11.542,1,0,0.0498047,0.0498047
754,1.48164e-51,0.117039,5000,1,11.5635,1,0,0.0439453,0.0439453
755,1.47875e-51,0.117102,5000,0.999023,11.5713,0.999023,0,0.0449219,0.0449219
756,1.48019e-51,0.117073,5000,1,11.6025,0.999023,0.000976562,0.0615234,0.0615234
757,1.48164e-51,0.117039,5000,1,11.6006,1,0,0.0478516,0.0478516
758,1.48164e-51,0.117039,5000,1,11.5703,1,0,0.0566406,0.0566406
759,1.48164e-51,0.117039,5000,1,11.6045,1,0,0.046875,0.046875
760,1.48019e-51,0.117054,5000,1,11.6221,1,0,0.0742188,0.0742188
761,1.48164e-51,0.117039,5000,1,11.6338,1,0,0.0595703,0.0595703
762,1.47875e-51,0.117116,5000,0.999023,11.6035,0.999023,0,0.0546875,0.0546875
763,1.48164e-51,0.117039,5000,1,11.6191,1,0,0.0527344,0.0527344
764,1.48019e-51,0.117081,5000,1,11.6143,1,0,0.0488281,0.0488281
765,1.47875e-51,0.117108,5000,0.998047,11.6338,0.998047,0,0.046875,0.046875
766,1.48164e-51,0.117039,5000,1,11.6094,1,0,0.0498047,0.0498047
767,1.48164e-51,0.117039,5000,1,11.6201,1,0,0.0439453,0.0439453
768,1.48019e-51,0.117073,5000,1,11.6318,0.999023,0.000976562,0.0498047,0.0498047
769,1.48164e-51,0.117039,5000,1,11.6338,1,0,0.0488281,0.0488281
770,1.48075e-51,0.11704,5000,1,11.6768,1,0,0.0498047,0.0498047
771,1.48164e-51,0.117039,5000,1,11.6465,1,0,0.0517578,0.0517578
772,1.47875e-51,0.117108,5000,1,11.6436,0.999023,0.00195312,0.0380859,0.0380859
773,1.48164e-51,0.117039,5000,1,11.6787,1,0,0.0566406,0.0566406
774,1.48164e-51,0.117039,5000,1,11.6943,1,0,0.0527344,0.0527344
775,1.48164e-51,0.117039,5000,1,11.6816,1,0,0.0371094,0.0371094
776,1.48164e-51,0.117039,5000,1,11.6465,1,0,0.0410156,0.0410156
777,1.48164e-51,0.117039,5000,1,11.7012,1,0,0.0439453,0.0439453
778,1.48075e-51,0.11704,5000,1,11.6748,1,0,0.0507812,0.0507812
779,1.48019e-51,0.117054,5000,1,11.6592,1,0,0.0380859,0.0380859
780,1.48019e-51,0.117054,5000,1,11.6465,1,0,0.0488281,0.0488281
781,1.4773e-51,0.117103,5000,0.999023,11.6416,0.999023,0,0.0605469,0.0605469
782,1.48164e-51,0.117039,5000,1,11.6445,1,0,0.0527344,0.0527344
783,1.48164e-51,0.117039,5000,1,11.6201,1,0,0.0439453,0.0439453
784,1.48164e-51,0.117039,5000,1,11.627,1,0,0.0605469,0.0605469
785,1.48164e-51,0.117039,5000,1,11.6064,1,0,0.0517578,0.0517578
786,1.48164e-51,0.117039,5000,1,11.6201,1,0,0.0498047,0.0498047
787,1.48019e-51,0.117073,5000,1,11.624,1,0.000976562,0.0498047,0.0498047
788,1.48164e-51,0.117039,5000,1,11.5762,1,0,0.0644531,0.0644531
789,1.47875e-51,0.117069,5000,1,11.5742,1,0,0.0429688,0.0429688
790,1.48164e-51,0.117039,5000,1,11.5879,1,0,0.0498047,0.0498047
791,1.48164e-51,0.117039,5000,1.00098,11.541,1,0.000976562,0.0537109,0.0537109
792,1.48164e-51,0.117039,5000,1.00098,11.5459,1,0.000976562,0.0527344,0.0527344
793,1.48164e-51,0.117039,5000,1.00098,11.5293,1,0.000976562,0.0478516,0.0478516
794,1.48164e-51,0.117039,5000,1.00098,11.4941,1,0.000976562,0.0527344,0.0527344
795,1.47875e-51,0.117088,5000,0.999023,11.4639,0.999023,0,0.0595703,0.0595703
796,1.47875e-51,0.117088,5000,1,11.4609,0.999023,0.000976562,0.046875,0.046875
797,1.48164e-51,0.117039,5000,1,11.4678,1,0,0.0546875,0.0546875
798,1.48164e-51,0.117039,5000,1,11.4805,1,0,0.0556641,0.0556641
799,1.47875e-51,0.117088,5000,0.999023,11.5117,0.999023,0,0.0439453,0.0439453
800,1.47875e-51,0.117088,5000,0.999023,11.54,0.999023,0,0.0537109,0.0537109
801,1.48019e-51,0.117073,5000,0.999023,11.5273,0.999023,0,0.0390625,0.0390625
802,1.48019e-51,0.117061,5000,1,11.5654,1,0,0.0429688,0.0429688
803,1.48019e-51,0.117073,5000,0.999023,11.5566,0.999023,0,0.0507812,0.0507812
804,1.48164e-51,0.117039,5000,1,11.498,1,0,0.0498047,0.0498047
805,1.48164e-51,0.117039,5000,1,11.458,1,0,0.0449219,0.0449219
806,1.48019e-51,0.117073,5000,0.999023,11.3945,0.999023,0,0.0566406,0.0566406
807,1.48019e-51,0.117054,5000,1,11.4248,1,0,0.0458984,0.0458984
808,1.48164e-51,0.117039,5000,1,11.4043,1,0,0.0439453,0.0439453
809,1.48019e-51,0.117054,5000,1,11.3945,1,0,0.0517578,0.0517578
810,1.48164e-51,0.117039,5000,1,11.4014,1,0,0.0625,0.0625
811,1.48075e-51,0.11704,5000,1,11.3916,1,0,0.0498047,0.0498047
812,1.4793e-51,0.117074,5000,1,11.376,0.999023,0.000976562,0.0507812,0.0507812
813,1.48164e-51,0.117039,5000,1,11.374,1,0,0.0566406,0.0566406
814,1.48164e-51,0.117039,5000,1,11.4199,1,0,0.0429688,0.0429688
815,1.48164e-51,0.117039,5000,1,11.4287,1,0,0.0605469,0.0605469
816,1.48164e-51,0.117039,5000,1,11.4248,1,0,0.0410156,0.0410156
817,1.48164e-51,0.117039,5000,1,11.4199,1,0,0.0683594,0.0683594
818,1.4793e-51,0.117074,5000,0.999023,11.46,0.999023,0,0.0546875,0.0546875
819,1.47875e-51,0.117069,5000,1,11.4961,1,0,0.0585938,0.0585938
820,1.48164e-51,0.117039,5000,1,11.4619,1,0,0.0527344,0.0527344
821,1.48164e-51,0.117039,5000,1,11.4932,1,0,0.0488281,0.0488281
822,1.48164e-51,0.117039,5000,1,11.4697,1,0,0.0488281,0.0488281
823,1.48164e-51,0.117039,5000,1,11.4893,1,0,0.0576172,0.0576172
824,1.48019e-51,0.117054,5000,1,11.4619,1,0,0.0371094,0.0371094
825,1.48164e-51,0.117039,5000,1,11.4902,1,0,0.0527344,0.0527344
826,1.48019e-51,0.117073,5000,0.999023,11.5137,0.999023,0,0.0507812,0.0507812
827,1.48164e-51,0.117039,5000,1,11.4951,1,0,0.0439453,0.0439453
828,1.48019e-51,0.117073,5000,1,11.4863,0.999023,0.000976562,0.0566406,0.0566406
829,1.48164e-51,0.117039,5000,1,11.4717,1,0,0.0449219,0.0449219
830,1.48164e-51,0.117039,5000,1,11.4424,1,0,0.0439453,0.0439453
831,1.48164e-51,0.117039,5000,1,11.4746,1,0,0.0537109,0.0537109
832,1.48164e-51,0.117039,5000,1,11.4199,1,0,0.0615234,0.0615234
833,1.48019e-51,0.117073,5000,1,11.415,0.999023,0.000976562,0.0556641,0.0556641
834,1.48019e-51,0.117073,5000,0.999023,11.4453,0.999023,0,0.0390625,0.0390625
835,1.48164e-51,0.117039,5000,1,11.4844,1,0,0.0546875,0.0546875
836,1.48019e-51,0.117073,5000,0.999023,11.4873,0.999023,0,0.046875,0.046875
837,1.48164e-51,0.117039,5000,1,11.4561,1,0,0.0351562,0.0351562
838,1.48164e-51,0.117039,5000,1,11.4717,1,0,0.0527344,0.0527344
839,1.48019e-51,0.117054,5000,1,11.4648,1,0,0.0439453,0.0439453
840,1.48164e-51,0.117039,5000,1,11.4668,1,0,0.0488281,0.0488281
841,1.48164e-51,0.117039,5000,1,11.4756,1,0,0.0351562,0.0351562
842,1.48164e-51,0.117039,5000,1,11.5215,1,0,0.0488281,0.0488281
843,1.48164e-51,0.117039,5000,1,11.5117,1,0,0.0605469,0.0605469
844,1.48164e-51,0.117039,5000,1,11.4775,1,0,0.0419922,0.0419922
845,1.48164e-51,0.117039,5000,1,11.4785,1,0,0.0517578,0.0517578
846,1.48164e-51,0.117039,5000,1,11.4902,1,0,0.0390625,0.0390625
847,1.48164e-51,0.117039,5000,1,11.4932,1,0,0.046875,0.046875
848,1.48164e-51,0.117039,5000,1,11.5137,1,0,0.0605469,0.0605469
849,1.48019e-51,0.117054,5000,1,11.4941,1,0,0.0400391,0.0400391
850,1.48019e-51,0.117073,5000,0.999023,11.5166,0.999023,0,0.046875,0.046875
851,1.48075e-51,0.11704,5000,1,11.5225,1,0,0.0517578,0.0517578
852,1.48019e-51,0.117054,5000,1,11.5811,1,0,0.0371094,0.0371094
853,1.48019e-51,0.117054,5000,1,11.5586,1,0,0.0556641,0.0556641
854,1.48164e-51,0.117039,5000,1,11.5312,1,0,0.0439453,0.0439453
855,1.48019e-51,0.117061,5000,1,11.5449,1,0,0.0488281,0.0488281
856,1.48164e-51,0.117039,5000,1,11.501,1,0,0.0507812,0.0507812
857,1.4773e-51,0.117123,5000,0.999023,11.4893,0.998047,0.000976562,0.0527344,0.0527344
858,1.48019e-51,0.117054,5000,1,11.4609,1,0,0.0517578,0.0517578
859,1.48164e-51,0.117039,5000,1,11.4443,1,0,0.0429688,0.0429688
860,1.48164e-51,0.117039,5000,1,11.4297,1,0,0.0419922,0.0419922
861,1.48164e-51,0.117039,5000,1,11.4463,1,0,0.0507812,0.0507812
862,1.47875e-51,0.117108,5000,0.998047,11.4531,0.998047,0,0.0439453,0.0439453
863,1.48164e-51,0.117039,5000,1,11.4209,1,0,0.0419922,0.0419922
864,1.48164e-51,0.117039,5000,1,11.4199,1,0,0.0390625,0.0390625
865,1.48019e-51,0.117073,5000,0.999023,11.3955,0.999023,0,0.0625,0.0625
866,1.48164e-51,0.117039,5000,1,11.3604,1,0,0.0498047,0.0498047
867,1.48019e-51,0.117073,5000,0.999023,11.3994,0.999023,0,0.0488281,0.0488281
868,1.48019e-51,0.117054,5000,1,11.3838,1,0,0.0419922,0.0419922
869,1.48164e-51,0.117039,5000,1,11.4014,1,0,0.0546875,0.0546875
870,1.47875e-51,0.117088,5000,0.999023,11.3965,0.999023,0,0.0478516,0.0478516
871,1.48019e-51,0.117073,5000,0.999023,11.3711,0.999023,0,0.0449219,0.0449219
872,1.47875e-51,0.117108,5000,0.998047,11.4111,0.998047,0,0.0488281,0.0488281
873,1.47875e-51,0.117088,5000,0.999023,11.3779,0.999023,0,0.0527344,0.0527344
874,1.47875e-51,0.117108,5000,0.999023,11.3672,0.998047,0.000976562,0.0458984,0.0458984
875,1.48164e-51,0.117039,5000,1,11.4111,1,0,0.0576172,0.0576172
876,1.48164e-51,0.117039,5000,1,11.4092,1,0,0.0634766,0.0634766
877,1.48019e-51,0.117067,5000,1,11.374,1,0,0.0488281,0.0488281
878,1.48164e-51,0.117039,5000,1,11.3613,1,0,0.0449219,0.0449219
879,1.48019e-51,0.117073,5000,0.999023,11.3291,0.999023,0,0.0527344,0.0527344
880,1.48164e-51,0.117039,5000,1,11.3037,1,0,0.046875,0.046875
881,1.47875e-51,0.117069,5000,1,11.292,1,0,0.0517578,0.0517578
882,1.48019e-51,0.117054,5000,1,11.2695,1,0,0.0585938,0.0585938
883,1.47875e-51,0.117083,5000,1,11.2393,1,0,0.046875,0.046875
884,1.48164e-51,0.117039,5000,1,11.2812,1,0,0.0478516,0.0478516
885,1.48019e-51,0.117054,5000,1,11.2861,1,0,0.0615234,0.0615234
886,1.48019e-51,0.117073,5000,0.999023,11.291,0.999023,0,0.0478516,0.0478516
887,1.48164e-51,0.117039,5000,1,11.2637,1,0,0.0449219,0.0449219
888,1.48164e-51,0.117039,5000,1,11.2559,1,0,0.0449219,0.0449219
889,1.48164e-51,0.117039,5000,1,11.2627,1,0,0.0429688,0.0429688
890,1.48164e-51,0.117039,5000,1,11.2148,1,0,0.0458984,0.0458984
891,1.48164e-51,0.117039,5000,1,11.2441,1,0,0.0507812,0.0507812
892,1.48164e-51,0.117039,5000,1,11.2383,1,0,0.0478516,0.0478516
893,1.48164e-51,0.117039,5000,1,11.2119,1,0,0.046875,0.046875
894,1.48164e-51,0.117039,5000,1,11.248,1,0,0.0556641,0.0556641
895,1.47875e-51,0.117069,5000,1,11.2236,1,0,0.0488281,0.0488281
896,1.48164e-51,0.117039,5000,1,11.2246,1,0,0.0400391,0.0400391
897,1.48075e-51,0.11704,5000,1,11.2529,1,0,0.0410156,0.0410156
898,1.48164e-51,0.117039,5000,1,11.2402,1,0,0.0419922,0.0419922
899,1.48164e-51,0.117039,5000,1,11.25,1,0,0.0419922,0.0419922
900,1.48164e-51,0.117039,5000,1,11.2783,1,0,0.0449219,0.0449219
901,1.47875e-51,0.117088,5000,0.999023,11.2559,0.999023,0,0.0546875,0.0546875
902,1.48019e-51,0.117073,5000,0.999023,11.2773,0.999023,0,0.0654297,0.0654297
903,1.48075e-51,0.11704,5000,1,11.2607,1,0,0.0517578,0.0517578
904,1.48164e-51,0.117039,5000,1,11.2393,1,0,0.0429688,0.0429688
905,1.48164e-51,0.117039,5000,1,11.1885,1,0,0.046875,0.046875
906,1.48019e-51,0.117054,5000,1,11.1787,1,0,0.0556641,0.0556641
907,1.48164e-51,0.117039,5000,1,11.1934,1,0,0.0429688,0.0429688
908,1.48164e-51,0.117039,5000,1,11.2158,1,0,0.0537109,0.0537109
909,1.48019e-51,0.117073,5000,0.999023,11.1934,0.999023,0,0.0488281,0.0488281
910,1.48164e-51,0.117039,5000,1,11.2158,1,0,0.0615234,0.0615234
911,1.48164e-51,0.117039,5000,1,11.1914,1,0,0.0634766,0.0634766
912,1.48019e-51,0.117054,5000,1,11.123,1,0,0.0566406,0.0566406
913,1.48164e-51,0.117039,5000,1,11.0742,1,0,0.0458984,0.0458984
914,1.48164e-51,0.117039,5000,1,11.0596,1,0,0.0429688,0.0429688
915,1.48019e-51,0.117073,5000,0.999023,11.0117,0.999023,0,0.046875,0.046875
916,1.48019e-51,0.117054,5000,1,11.0068,1,0,0.0429688,0.0429688
917,1.48164e-51,0.117039,5000,1,11.0244,1,0,0.0507812,0.0507812
918,1.48164e-51,0.117039,5000,1,11.0615,1,0,0.0546875,0.0546875
919,1.4793e-51,0.117074,5000,0.999023,11.0391,0.999023,0,0.0478516,0.0478516
920,1.48164e-51,0.117039,5000,1,11.042,1,0,0.0595703,0.0595703
921,1.47875e-51,0.117108,5000,0.999023,11.0615,0.998047,0.000976562,0.0498047,0.0498047
922,1.48019e-51,0.117054,5000,1,11.0986,1,0,0.0517578,0.0517578
923,1.48019e-51,0.117054,5000,1,11.0703,1,0,0.0517578,0.0517578
924,1.48164e-51,0.117039,5000,1,11.0352,1,0,0.0498047,0.0498047
925,1.48164e-51,0.117039,5000,1,11.0293,1,0,0.0449219,0.0449219
926,1.48019e-51,0.117073,5000,0.999023,10.9873,0.999023,0,0.0449219,0.0449219
927,1.48164e-51,0.117039,5000,1,10.96,1,0,0.0673828,0.0673828
928,1.48019e-51,0.117073,5000,0.999023,10.9688,0.999023,0,0.0371094,0.0371094
929,1.48164e-51,0.117039,5000,1,10.9561,1,0,0.0439453,0.0439453
930,1.48164e-51,0.117039,5000,1,10.9453,1,0,0.046875,0.046875
931,1.48164e-51,0.117039,5000,1,10.8682,1,0,0.0546875,0.0546875
932,1.48164e-51,0.117039,5000,1,10.8281,1,0,0.0517578,0.0517578
933,1.48164e-51,0.117039,5000,1,10.8594,1,0,0.0439453,0.0439453
934,1.47875e-51,0.117088,5000,0.999023,10.9141,0.999023,0,0.0537109,0.0537109
935,1.48164e-51,0.117039,5000,1,10.8516,1,0,0.0449219,0.0449219
936,1.48019e-51,0.117073,5000,0.999023,10.8076,0.999023,0,0.0400391,0.0400391
937,1.48164e-51,0.117039,5000,1,10.8203,1,0,0.0507812,0.0507812
938,1.48164e-51,0.117039,5000,1,10.8037,1,0,0.0458984,0.0458984
939,1.48164e-51,0.117039,5000,1,10.7852,1,0,0.0458984,0.0458984
940,1.48164e-51,0.117039,5000,1,10.8018,1,0,0.0361328,0.0361328
941,1.48019e-51,0.117073,5000,0.999023,10.8721,0.999023,0,0.046875,0.046875
942,1.48164e-51,0.117039,5000,1,10.8535,1,0,0.0449219,0.0449219
943,1.48019e-51,0.117054,5000,1,10.8779,1,0,0.0498047,0.0498047
944,1.48164e-51,0.117039,5000,1,10.8037,1,0,0.0449219,0.0449219
945,1.48164e-51,0.117039,5000,1,10.8154,1,0,0.0498047,0.0498047
946,1.4773e-51,0.117143,5000,0.99707,10.7949,0.99707,0,0.0449219,0.0449219
947,1.48164e-51,0.117039,5000,1,10.7139,1,0,0.0488281,0.0488281
948,1.48164e-51,0.117039,5000,1,10.7178,1,0,0.0546875,0.0546875
949,1.48164e-51,0.117039,5000,1,10.7158,1,0,0.046875,0.046875
950,1.48019e-51,0.117054,5000,1,10.7197,1,0,0.0517578,0.0517578
951,1.48019e-51,0.117054,5000,1,10.7178,1,0,0.0458984,0.0458984
952,1.48164e-51,0.117039,5000,1,10.6758,1,0,0.0380859,0.0380859
953,1.48164e-51,0.117039,5000,1,10.6875,1,0,0.0507812,0.0507812
954,1.48019e-51,0.117054,5000,1,10.7119,1,0,0.0488281,0.0488281
955,1.48019e-51,0.117054,5000,1,10.6729,1,0,0.0439453,0.0439453
956,1.48164e-51,0.117039,5000,1,10.7051,1,0,0.0507812,0.0507812
957,1.48164e-51,0.117039,5000,1,10.7168,1,0,0.0585938,0.0585938
958,1.48164e-51,0.117039,5000,1,10.71,1,0,0.0400391,0.0400391
959,1.48019e-51,0.117073,5000,0.999023,10.7637,0.999023,0,0.0537109,0.0537109
960,1.48019e-51,0.117073,5000,0.999023,10.7207,0.999023,0,0.0478516,0.0478516
961,1.48164e-51,0.117039,5000,1,10.7559,1,0,0.0419922,0.0419922
962,1.48164e-51,0.117039,5000,1,10.7881,1,0,0.0712891,0.0712891
963,1.48164e-51,0.117039,5000,1,10.7891,1,0,0.0390625,0.0390625
964,1.48164e-51,0.117039,5000,1,10.8193,1,0,0.0458984,0.0458984
965,1.48164e-51,0.117039,5000,1,10.8203,1,0,0.0498047,0.0498047
966,1.48164e-51,0.117039,5000,1,10.8096,1,0,0.0488281,0.0488281
967,1.48019e-51,0.117073,5000,1,10.7998,0.999023,0.000976562,0.0390625,0.0390625
968,1.48164e-51,0.117039,5000,1,10.7627,1,0,0.0566406,0.0566406
969,1.48164e-51,0.117039,5000,1,10.7354,1,0,0.0410156,0.0410156
970,1.48019e-51,0.117073,5000,0.999023,10.875,0.999023,0,0.0498047,0.0498047
971,1.48164e-51,0.117039,5000,1,10.832,1,0,0.0410156,0.0410156
972,1.48164e-51,0.117039,5000,1,10.8281,1,0,0.0537109,0.0537109
973,1.4773e-51,0.117143,5000,0.99707,10.8506,0.99707,0,0.0361328,0.0361328
974,1.48164e-51,0.117039,5000,1,10.8818,1,0,0.0517578,0.0517578
975,1.48164e-51,0.117039,5000,1,10.8857,1,0,0.046875,0.046875
976,1.48164e-51,0.117039,5000,1,10.9473,1,0,0.0478516,0.0478516
977,1.47875e-51,0.117088,5000,0.999023,10.9404,0.999023,0,0.0498047,0.0498047
978,1.48164e-51,0.117039,5000,1,11,1,0,0.0429688,0.0429688
979,1.48019e-51,0.117054,5000,1,11.041,1,0,0.0478516,0.0478516
